"date","close","volume","open","high","low"
"16:00","92.85","37,135,561","93.93","94.57","91.84"
"2018/03/01","92.8500","36979700.0000","93.9900","94.5700","91.8400"
"2018/02/28","93.7700","30011960.0000","94.8400","95.7050","93.6300"
"2018/02/27","94.2000","25842000.0000","95.7400","95.8400","94.2000"
"2018/02/26","95.4200","30167890.0000","94.4000","95.4500","94.2500"
"2018/02/23","94.0600","26294200.0000","92.7500","94.0700","92.3600"
"2018/02/22","91.7300","23613350.0000","92.0500","92.7300","91.3600"
"2018/02/21","91.4900","26664100.0000","92.9800","93.3595","91.4900"
"2018/02/20","92.7200","30325530.0000","91.4750","93.0600","91.0100"
"2018/02/16","92.0000","30580470.0000","92.4500","93.5000","91.8000"
"2018/02/15","92.6600","27523410.0000","91.2100","92.7200","90.6200"
"2018/02/14","90.8100","34825510.0000","88.5100","90.9900","88.4100"
"2018/02/13","89.8300","26320030.0000","88.9300","90.0000","87.8000"
"2018/02/12","89.1300","35657250.0000","88.7350","89.7800","87.9295"
"2018/02/09","88.1800","63470240.0000","86.3000","88.9300","83.8300"
"2018/02/08","85.0100","55247060.0000","89.7100","89.8750","84.7600"
"2018/02/07","89.6100","41082380.0000","90.4900","91.7700","89.2000"
"2018/02/06","91.3300","67970920.0000","86.8900","91.4750","85.2500"
"2018/02/05","88.0000","50588980.0000","90.5600","93.2400","88.0000"
"2018/02/02","91.7800","47484680.0000","93.6400","93.9700","91.5000"
"2018/02/01","94.2600","46866010.0000","94.7900","96.0700","93.5813"
"2018/01/31","95.0100","47448270.0000","93.7500","95.4000","93.5100"
"2018/01/30","92.7400","37310120.0000","93.3000","93.6600","92.1000"
"2018/01/29","93.9200","31521680.0000","95.1400","95.4500","93.7200"
"2018/01/26","94.0600","28964890.0000","93.1200","94.0600","92.5800"
"2018/01/25","92.3300","26099100.0000","92.4650","93.2400","91.9300"
"2018/01/24","91.8200","32735410.0000","92.5500","93.4300","91.5800"
"2018/01/23","91.9000","23014000.0000","91.9000","92.3000","91.5400"
"2018/01/22","91.6100","23511170.0000","90.0000","91.6200","89.7400"
"2018/01/19","90.0000","35612750.0000","90.1400","90.6100","89.6600"
"2018/01/18","90.1000","24138250.0000","89.8000","90.6700","89.6600"
"2018/01/17","90.1400","25617320.0000","89.0800","90.2800","88.7500"
"2018/01/16","88.3500","36584400.0000","90.1000","90.7900","88.0104"
"2018/01/12","89.6000","24261620.0000","88.6700","89.7800","88.4500"
"2018/01/11","88.0800","17699700.0000","88.1300","88.1300","87.2400"
"2018/01/10","87.8200","18639390.0000","87.8600","88.1900","87.4100"
