"date","close","volume","open","high","low"
"16:00","1,069.52","2,514,449","1,107.87","1,110.12","1,067.001"
"2018/03/01","1069.5200","2511872.0000","1107.8700","1110.1200","1067.0010"
"2018/02/28","1104.7300","1873737.0000","1123.0300","1127.5300","1103.2400"
"2018/02/27","1118.2900","1772866.0000","1141.2400","1144.0400","1118.0000"
"2018/02/26","1143.7500","1514920.0000","1127.8000","1143.9600","1126.6950"
"2018/02/23","1126.7900","1190432.0000","1112.6400","1127.2800","1104.7135"
"2018/02/22","1106.6300","1309536.0000","1116.1900","1122.8200","1102.5900"
"2018/02/21","1111.3400","1507152.0000","1106.4700","1133.9700","1106.3300"
"2018/02/20","1102.4600","1389491.0000","1090.5700","1113.9500","1088.5200"
"2018/02/16","1094.8000","1680283.0000","1088.4100","1104.6700","1088.3134"
"2018/02/15","1089.5200","1785552.0000","1079.0700","1091.4794","1064.3400"
"2018/02/14","1069.7000","1547665.0000","1048.9500","1071.7200","1046.7500"
"2018/02/13","1052.1000","1213800.0000","1045.0000","1058.3700","1044.0872"
"2018/02/12","1051.9400","2054002.0000","1048.0000","1061.5000","1040.9280"
"2018/02/09","1037.7800","3503970.0000","1017.2500","1043.9700","992.5600"
"2018/02/08","1001.5200","2809890.0000","1055.4100","1058.6200","1000.6600"
"2018/02/07","1048.5800","2353003.0000","1081.5400","1081.7800","1048.2600"
"2018/02/06","1080.6000","3432313.0000","1027.1800","1081.7100","1023.1367"
"2018/02/05","1055.8000","3769453.0000","1090.6000","1110.0000","1052.0300"
"2018/02/02","1111.9000","4837979.0000","1122.0000","1123.0700","1107.2779"
"2018/02/01","1167.7000","2380221.0000","1162.6100","1174.0000","1157.5200"
"2018/01/31","1169.9400","1523820.0000","1170.5700","1173.0000","1159.1300"
"2018/01/30","1163.6900","1541771.0000","1167.8300","1176.5200","1163.5200"
"2018/01/29","1175.5800","1337324.0000","1176.4800","1186.8900","1171.9800"
"2018/01/26","1175.8400","1981173.0000","1175.0800","1175.8400","1158.1100"
"2018/01/25","1170.3700","1461518.0000","1172.5300","1175.9400","1162.7600"
"2018/01/24","1164.2400","1382904.0000","1177.3300","1179.8600","1161.0500"
"2018/01/23","1169.9700","1309862.0000","1159.8500","1171.6266","1158.7500"
"2018/01/22","1155.8100","1616120.0000","1137.4900","1159.8800","1135.1101"
"2018/01/19","1137.5100","1390118.0000","1131.8300","1137.8600","1128.3000"
"2018/01/18","1129.7900","1194943.0000","1131.4100","1132.5100","1117.5000"
"2018/01/17","1131.9800","1200476.0000","1126.2200","1132.6000","1117.0100"
"2018/01/16","1121.7600","1566662.0000","1132.5100","1139.9100","1117.8316"
"2018/01/12","1122.2600","1718491.0000","1102.4100","1124.2900","1101.1500"
"2018/01/11","1105.5200","977727.0000","1106.3000","1106.5250","1099.5900"
"2018/01/10","1102.6100","1042273.0000","1097.1000","1104.6000","1096.1100"
"2018/01/09","1106.2600","900089.0000","1109.4000","1110.5700","1101.2307"
"2018/01/08","1106.9400","1046767.0000","1102.2300","1111.2700","1101.6200"
"2018/01/05","1102.2300","1279990.0000","1094.0000","1104.2500","1092.0000"
"2018/01/04","1086.4000","1002945.0000","1088.0000","1093.5699","1084.0017"
"2018/01/03","1082.4800","1429757.0000","1064.3100","1086.2900","1063.2100"
"2018/01/02","1065.0000","1236401.0000","1048.3400","1066.9400","1045.2300"
"2017/12/29","1046.4000","886845.0000","1046.7200","1049.7000","1044.9000"
"2017/12/28","1048.1400","833011.0000","1051.6000","1054.7500","1044.7700"
"2017/12/27","1049.3700","1271780.0000","1057.3900","1058.3700","1048.0500"
"2017/12/26","1056.7400","761097.0000","1058.0700","1060.1200","1050.2000"
"2017/12/22","1060.1200","755089.0000","1061.1100","1064.2000","1059.4400"
"2017/12/21","1063.6300","986548.0000","1064.9500","1069.3300","1061.7938"
"2017/12/20","1064.9500","1268285.0000","1071.7800","1073.3800","1061.5200"
"2017/12/19","1070.6800","1307894.0000","1075.2000","1076.8400","1063.5500"
"2017/12/18","1077.1400","1552016.0000","1066.0800","1078.4900","1062.0000"
"2017/12/15","1064.1900","3275091.0000","1054.6100","1067.6200","1049.5000"
"2017/12/14","1049.1500","1558684.0000","1045.0000","1058.5000","1043.1100"
"2017/12/13","1040.6100","1220364.0000","1046.1200","1046.6650","1038.3800"
"2017/12/12","1040.4800","1279511.0000","1039.6300","1050.3100","1033.6897"
"2017/12/11","1041.1000","1190527.0000","1035.5000","1043.8000","1032.0504"
"2017/12/08","1037.0500","1288419.0000","1037.4900","1042.0500","1032.5222"
"2017/12/07","1030.9300","1458145.0000","1020.4300","1034.2400","1018.0710"
"2017/12/06","1018.3800","1258496.0000","1001.5000","1024.9700","1001.1400"
"2017/12/05","1005.1500","2066247.0000","995.9400","1020.6100","988.2800"
"2017/12/04","998.6800","1906058.0000","1012.6600","1016.1000","995.5700"
"2017/12/01","1010.1700","1908962.0000","1015.8000","1022.4897","1002.0200"
"2017/11/30","1021.4100","1723003.0000","1022.3700","1028.4899","1015.0000"
"2017/11/29","1021.6600","2442974.0000","1042.6800","1044.0800","1015.6500"
"2017/11/28","1047.4100","1421027.0000","1055.0900","1062.3750","1040.0000"
"2017/11/27","1054.2100","1307471.0000","1040.0000","1055.4600","1038.4400"
"2017/11/24","1040.6100","536996.0000","1035.8700","1043.1780","1035.0000"
"2017/11/22","1035.9600","746351.0000","1035.0000","1039.7060","1031.4300"
"2017/11/21","1034.4900","1096161.0000","1023.3100","1035.1100","1022.6550"
